serial_timesteps,n_updates,fps,policy_entropy,explained_variance,clipfrac,time_elapsed,policy_loss,value_loss,total_timesteps,approxkl,ep_len_mean,ep_reward_mean
6400,200,298,9.89464,-0.2442246675491333,0.12890625,135.36783289909363,-0.018970098,0.014709618,25600,0.009570318,500.0,922.7536011666667
6432,201,307,9.889354,0.2946189045906067,0.076171875,135.79685425758362,-0.014736632,0.041170925,25728,0.005916036,500.0,922.7536011666667
6464,202,300,9.888206,0.6712128520011902,0.041015625,136.2132682800293,-0.017655605,0.014044184,25856,0.0037351274,500.0,922.7536011666667
6496,203,319,9.882083,0.5622096657752991,0.25976562,136.640625,-0.026184298,0.032743413,25984,0.021445608,500.0,922.7536011666667
6528,204,34,9.87034,-0.24040639400482178,0.18554688,137.04254984855652,-0.03982846,0.45648205,26112,0.0121500725,500.0,965.835777596154
6560,205,289,9.872045,0.6389136612415314,0.1484375,140.74700284004211,-0.024392672,0.034088373,26240,0.01194703,500.0,965.835777596154
6592,206,299,9.871606,0.6030204594135284,0.099609375,141.18992614746094,-0.025595196,0.033626318,26368,0.007707605,500.0,965.835777596154
6624,207,285,9.881206,0.7861233502626419,0.14453125,141.61803007125854,-0.027551206,0.01927299,26496,0.010514804,500.0,965.835777596154
6656,208,265,9.884855,0.3929501175880432,0.119140625,142.06743216514587,-0.02388643,0.019163895,26624,0.009113558,500.0,965.835777596154
6688,209,262,9.880648,-0.9856002330780029,0.1171875,142.55051922798157,-0.023807373,0.006907643,26752,0.009154934,500.0,965.835777596154
6720,210,281,9.876808,0.08186811208724976,0.015625,143.0386984348297,-0.013258178,0.017038887,26880,0.002398297,500.0,965.835777596154
6752,211,284,9.873524,0.11632108688354492,0.12109375,143.49417352676392,-0.018484166,0.0084842695,27008,0.008090428,500.0,965.835777596154
6784,212,294,9.866878,-0.4298135042190552,0.033203125,143.94512820243835,-0.012197498,0.007886946,27136,0.0035102514,500.0,965.835777596154
6816,213,282,9.862648,0.6177901923656464,0.08203125,144.37998032569885,-0.02178154,0.017853783,27264,0.007259392,500.0,965.835777596154
6848,214,297,9.865995,-1.626126766204834,0.083984375,144.83447980880737,-0.015517045,0.0070602708,27392,0.007165827,500.0,965.835777596154
6880,215,303,9.858831,0.2891461253166199,0.13476562,145.2646782398224,-0.028401582,0.006423439,27520,0.010619983,500.0,965.835777596154
6912,216,312,9.854065,-0.12058651447296143,0.115234375,145.68825006484985,-0.016679918,0.007903585,27648,0.0091721555,500.0,965.835777596154
6944,217,307,9.856924,0.043355584144592285,0.15234375,146.09866046905518,-0.032718893,0.019183254,27776,0.014061186,500.0,965.835777596154
6976,218,321,9.846826,-0.15942931175231934,0.1015625,146.51520085334778,-0.016002849,0.00496203,27904,0.008013582,500.0,965.835777596154
7008,219,34,9.832664,-0.5078046321868896,0.099609375,146.91435170173645,-0.019283533,0.9128585,28032,0.0065721073,500.0,994.3390933928571
7040,220,297,9.835205,-0.0957789421081543,0.103515625,150.59617400169373,-0.026810132,0.011974724,28160,0.0070234668,500.0,994.3390933928571
7072,221,299,9.843603,-0.09134817123413086,0.109375,151.02790355682373,-0.014359782,0.0044769277,28288,0.0075949435,500.0,994.3390933928571
7104,222,305,9.839931,-0.5103933811187744,0.15234375,151.4555947780609,-0.030229047,0.007377898,28416,0.010277389,500.0,994.3390933928571
7136,223,324,9.843141,0.19878464937210083,0.07421875,151.87523913383484,-0.013896919,0.0099133495,28544,0.005087195,500.0,994.3390933928571
7168,224,293,9.838326,-0.12430715560913086,0.115234375,152.27082562446594,-0.019891009,0.010900342,28672,0.0091846315,500.0,994.3390933928571
7200,225,296,9.838351,-0.0933678150177002,0.22070312,152.70775771141052,-0.036170773,0.0040020454,28800,0.016530458,500.0,994.3390933928571
7232,226,283,9.842089,-0.17353534698486328,0.109375,153.140469789505,-0.020734213,0.003964002,28928,0.007306345,500.0,994.3390933928571
7264,227,295,9.84103,-0.02805507183074951,0.1640625,153.5928931236267,-0.02902529,0.010911458,29056,0.014053929,500.0,994.3390933928571
7296,228,311,9.842211,-0.1509770154953003,0.13085938,154.02636194229126,-0.024055697,0.0088917855,29184,0.010453125,500.0,994.3390933928571
7328,229,295,9.84984,-0.03740036487579346,0.20117188,154.43771934509277,-0.035701603,0.011731448,29312,0.013859757,500.0,994.3390933928571
7360,230,293,9.85815,0.2806395888328552,0.17578125,154.8723247051239,-0.023441441,0.016616201,29440,0.011612199,500.0,994.3390933928571
7392,231,317,9.863261,0.21284329891204834,0.18164062,155.30882263183594,-0.0229844,0.00592485,29568,0.013145023,500.0,994.3390933928571
7424,232,311,9.868974,-0.2806105613708496,0.13671875,155.71361088752747,-0.028799059,0.010168552,29696,0.010934035,500.0,994.3390933928571
7456,233,305,9.872127,-0.12182676792144775,0.16796875,156.12455105781555,-0.028020676,0.0091733625,29824,0.012676247,500.0,994.3390933928571
7488,234,287,9.866146,0.05766582489013672,0.064453125,156.5437581539154,-0.018634936,0.010516774,29952,0.005658473,500.0,994.3390933928571
7520,235,32,9.861446,-0.2986717224121094,0.18554688,156.990736246109,-0.03430721,0.962265,30080,0.01515144,500.0,1035.64670965
7552,236,278,9.864132,0.26213204860687256,0.11328125,160.87520933151245,-0.017009601,0.025777357,30208,0.006778034,500.0,1035.64670965
7584,237,301,9.872884,0.2400299310684204,0.16210938,161.33549857139587,-0.03922973,0.0077604437,30336,0.012100548,500.0,1035.64670965
7616,238,294,9.873725,0.0740233063697815,0.087890625,161.76127243041992,-0.02059018,0.03745891,30464,0.0067356946,500.0,1035.64670965
7648,239,294,9.8744755,0.47444987297058105,0.16796875,162.19696259498596,-0.039659962,0.0269612,30592,0.013877077,500.0,1035.64670965
7680,240,309,9.873375,0.35025304555892944,0.1875,162.63255333900452,-0.023474244,0.020137215,30720,0.012806194,500.0,1035.64670965
7712,241,286,9.874945,0.5457749366760254,0.08203125,163.04708862304688,-0.020815423,0.015131917,30848,0.008130571,500.0,1035.64670965
7744,242,277,9.877442,0.02150130271911621,0.20507812,163.49447965621948,-0.031655997,0.018079657,30976,0.014500107,500.0,1035.64670965
7776,243,290,9.881228,0.03739750385284424,0.12695312,163.95632815361023,-0.02545993,0.006148004,31104,0.007918455,500.0,1035.64670965
7808,244,308,9.887518,-0.0013074874877929688,0.107421875,164.39774560928345,-0.016352292,0.013801882,31232,0.008417901,500.0,1035.64670965
7840,245,283,9.897808,0.4724840521812439,0.16992188,164.81381607055664,-0.027453832,0.021284923,31360,0.011633687,500.0,1035.64670965
7872,246,310,9.894406,0.6487375497817993,0.095703125,165.2665913105011,-0.02167628,0.012390244,31488,0.006811641,500.0,1035.64670965
7904,247,303,9.882674,0.04958158731460571,0.23242188,165.67917561531067,-0.03336121,0.0105261365,31616,0.0152487075,500.0,1035.64670965
7936,248,302,9.886752,-0.08673727512359619,0.1171875,166.10174226760864,-0.015521575,0.008700758,31744,0.009538478,500.0,1035.64670965
7968,249,296,9.888548,0.2173030972480774,0.107421875,166.52506303787231,-0.0170755,0.0039743083,31872,0.007933072,500.0,1035.64670965
8000,250,34,9.887909,0.17328554391860962,0.15429688,166.95741391181946,-0.024081172,1.0558145,32000,0.011429064,500.0,1065.23313675
8032,251,309,9.887286,0.34280925989151,0.15039062,170.70005536079407,-0.02613999,0.04092264,32128,0.01008083,500.0,1065.23313675
8064,252,325,9.885809,-0.9264353513717651,0.115234375,171.1138038635254,-0.020501181,0.017408561,32256,0.008285136,500.0,1065.23313675
8096,253,300,9.885193,0.35147058963775635,0.1171875,171.50722932815552,-0.013071313,0.021906318,32384,0.008436911,500.0,1065.23313675
8128,254,289,9.885435,0.2462131381034851,0.12109375,171.9343135356903,-0.025190117,0.013993077,32512,0.009440575,500.0,1065.23313675
8160,255,288,9.888125,0.3927348852157593,0.171875,172.3784544467926,-0.02874452,0.011786922,32640,0.012958913,500.0,1065.23313675
8192,256,283,9.895025,0.1386350393295288,0.14453125,172.823956489563,-0.024267942,0.03763546,32768,0.010123964,500.0,1065.23313675
8224,257,288,9.899903,0.08025401830673218,0.15234375,173.27650046348572,-0.023667088,0.007120079,32896,0.011036789,500.0,1065.23313675
8256,258,300,9.908511,-0.44295167922973633,0.119140625,173.7209882736206,-0.025526084,0.007925105,33024,0.008361738,500.0,1065.23313675
8288,259,294,9.911717,-0.19642138481140137,0.111328125,174.14846110343933,-0.026226627,0.0078024147,33152,0.011055367,500.0,1065.23313675
8320,260,287,9.909508,-0.3196977376937866,0.1484375,174.58428192138672,-0.026529444,0.00864956,33280,0.010943603,500.0,1065.23313675
8352,261,294,9.913093,0.19853997230529785,0.11328125,175.0307731628418,-0.022823464,0.009348536,33408,0.007307567,500.0,1065.23313675
8384,262,305,9.9173,0.29506993293762207,0.13085938,175.46608686447144,-0.029644977,0.037228644,33536,0.009099348,500.0,1065.23313675
8416,263,300,9.927403,-0.3122483491897583,0.07421875,175.88620114326477,-0.018281814,0.0202705,33664,0.0052875374,500.0,1065.23313675
8448,264,313,9.930931,-0.0994497537612915,0.13671875,176.31233501434326,-0.02716576,0.011831764,33792,0.010377098,500.0,1065.23313675
8480,265,310,9.931486,0.08043968677520752,0.052734375,176.72088503837585,-0.019032583,0.004517785,33920,0.0047249207,500.0,1065.23313675
8512,266,33,9.930647,-0.33528220653533936,0.103515625,177.13369750976562,-0.02217487,0.8865608,34048,0.008360026,500.0,1099.3032337647057
8544,267,304,9.937086,-0.0356440544128418,0.08984375,181.00773286819458,-0.031987414,0.015256445,34176,0.00893597,500.0,1099.3032337647057
8576,268,315,9.941122,0.2791453003883362,0.1171875,181.42804884910583,-0.02180535,0.00994924,34304,0.00803945,500.0,1099.3032337647057
8608,269,287,9.948989,0.5467716753482819,0.15234375,181.83402061462402,-0.028748475,0.0075259944,34432,0.011892545,500.0,1099.3032337647057
8640,270,286,9.956646,-0.11896848678588867,0.16210938,182.27961826324463,-0.030120306,0.013056451,34560,0.01184402,500.0,1099.3032337647057
8672,271,286,9.963956,-0.18788814544677734,0.1328125,182.72736144065857,-0.022402018,0.006201368,34688,0.0103816,500.0,1099.3032337647057
8704,272,278,9.961453,0.13074976205825806,0.12109375,183.1757800579071,-0.03023263,0.017001038,34816,0.01049462,500.0,1099.3032337647057
8736,273,292,9.952263,0.3294728398323059,0.10546875,183.6367461681366,-0.025739808,0.015882486,34944,0.008460354,500.0,1099.3032337647057
8768,274,294,9.943013,0.4511309266090393,0.08984375,184.0742437839508,-0.023896039,0.015254682,35072,0.0067196516,500.0,1099.3032337647057
8800,275,298,9.935721,0.6015872657299042,0.18359375,184.509174823761,-0.023947917,0.015757281,35200,0.012829414,500.0,1099.3032337647057
8832,276,285,9.932163,0.2838480472564697,0.14453125,184.938627243042,-0.023896676,0.01650409,35328,0.009524813,500.0,1099.3032337647057
8864,277,287,9.930395,0.23500758409500122,0.15039062,185.38860082626343,-0.027119188,0.008248969,35456,0.0106570395,500.0,1099.3032337647057
8896,278,303,9.927297,-0.033477067947387695,0.1328125,185.83485460281372,-0.020012505,0.0071131852,35584,0.009932116,500.0,1099.3032337647057
8928,279,288,9.926504,-0.278825044631958,0.076171875,186.25719809532166,-0.015428208,0.0034202626,35712,0.005270133,500.0,1099.3032337647057
8960,280,297,9.924134,0.04363173246383667,0.21484375,186.70131945610046,-0.026666608,0.005508389,35840,0.016017662,500.0,1099.3032337647057
8992,281,296,9.92445,-0.12050509452819824,0.08984375,187.13281202316284,-0.022268163,0.010075677,35968,0.0076085227,500.0,1099.3032337647057
9024,282,34,9.934131,-0.12377262115478516,0.08984375,187.5654182434082,-0.020893954,0.67385143,36096,0.0060508945,500.0,1129.1384922361112
9056,283,327,9.940702,-0.005036711692810059,0.091796875,191.23405170440674,-0.019318338,0.012350466,36224,0.0068595535,500.0,1129.1384922361112
9088,284,314,9.949754,-0.09186387062072754,0.099609375,191.6252977848053,-0.022811048,0.009534133,36352,0.007611656,500.0,1129.1384922361112
9120,285,317,9.95735,0.0856371521949768,0.072265625,192.0330092906952,-0.015909676,0.004968596,36480,0.0046401615,500.0,1129.1384922361112
9152,286,312,9.965299,-0.13431060314178467,0.0625,192.43651795387268,-0.019886987,0.0026730606,36608,0.0045001768,500.0,1129.1384922361112
9184,287,314,9.972282,-0.08768117427825928,0.19335938,192.8464469909668,-0.02014668,0.004709734,36736,0.013427002,500.0,1129.1384922361112
9216,288,308,9.9681425,-0.021383285522460938,0.05078125,193.25405311584473,-0.018296707,0.0038230002,36864,0.00692843,500.0,1129.1384922361112
9248,289,274,9.962988,-0.00028455257415771484,0.12890625,193.66896843910217,-0.02004846,0.0027389866,36992,0.009347576,500.0,1129.1384922361112
9280,290,286,9.959514,-0.06406795978546143,0.109375,194.13738131523132,-0.020523505,0.0031450756,37120,0.007600817,500.0,1129.1384922361112
9312,291,267,9.955114,-0.041178226470947266,0.18945312,194.58534598350525,-0.025862765,0.007381935,37248,0.013335634,500.0,1129.1384922361112
9344,292,273,9.954176,0.010099232196807861,0.16210938,195.06426358222961,-0.025986692,0.005458104,37376,0.012594941,500.0,1129.1384922361112
9376,293,286,9.966561,0.1369417905807495,0.10546875,195.53374934196472,-0.021627404,0.0045457846,37504,0.008970522,500.0,1129.1384922361112
9408,294,297,9.979814,0.14616680145263672,0.080078125,195.98172211647034,-0.019381264,0.013133449,37632,0.0077974023,500.0,1129.1384922361112
9440,295,299,9.988185,0.27034592628479004,0.072265625,196.41284465789795,-0.023555283,0.007896744,37760,0.0053834664,500.0,1129.1384922361112
9472,296,300,9.984453,0.4868003726005554,0.13476562,196.84105491638184,-0.029176354,0.015678843,37888,0.0105734,500.0,1129.1384922361112
9504,297,34,9.982361,-0.11843514442443848,0.140625,197.26807236671448,-0.027159687,0.8970269,38016,0.009097666,500.0,1157.7952745
9536,298,282,9.9796,-0.0983196496963501,0.1796875,201.0163598060608,-0.022818357,0.009595381,38144,0.014541057,500.0,1157.7952745
9568,299,305,9.977648,-0.03695404529571533,0.033203125,201.47077059745789,-0.005386038,0.01091946,38272,0.0027315412,500.0,1157.7952745
9600,300,304,9.987196,0.1277850866317749,0.17773438,201.89063715934753,-0.020285754,0.006086325,38400,0.013842299,500.0,1157.7952745
9632,301,326,9.987727,-0.03150796890258789,0.20898438,202.3124611377716,-0.024193382,0.0074992585,38528,0.014601322,500.0,1157.7952745
9664,302,316,9.992419,0.0029796957969665527,0.11328125,202.7062509059906,-0.026320457,0.008114302,38656,0.0076360484,500.0,1157.7952745
9696,303,293,10.000524,0.09865540266036987,0.18164062,203.1114957332611,-0.03246264,0.015736975,38784,0.015270265,500.0,1157.7952745
9728,304,276,10.001825,0.06815195083618164,0.20117188,203.54852175712585,-0.027180107,0.0051403358,38912,0.013231635,500.0,1157.7952745
9760,305,285,9.995566,-0.2209995985031128,0.080078125,204.01167130470276,-0.02236439,0.004974121,39040,0.006860061,500.0,1157.7952745
9792,306,302,9.989244,0.08682245016098022,0.1328125,204.46067881584167,-0.019413318,0.011489386,39168,0.008944747,500.0,1157.7952745
9824,307,289,9.991305,0.10681861639022827,0.08203125,204.88471579551697,-0.016745195,0.008333462,39296,0.0055144224,500.0,1157.7952745
9856,308,298,9.993924,0.03173643350601196,0.05078125,205.32783317565918,-0.01665246,0.0058779027,39424,0.003908001,500.0,1157.7952745
9888,309,294,9.991516,-0.0012166500091552734,0.18554688,205.75729298591614,-0.03242724,0.009872148,39552,0.015660906,500.0,1157.7952745
9920,310,302,9.978173,-0.15487658977508545,0.15039062,206.19311928749084,-0.022031168,0.0039575514,39680,0.010299038,500.0,1157.7952745
9952,311,283,9.964968,0.13375979661941528,0.1484375,206.6169958114624,-0.027817205,0.008172804,39808,0.008826969,500.0,1157.7952745
9984,312,295,9.96608,-0.18109261989593506,0.13476562,207.06843948364258,-0.026670633,0.0062034354,39936,0.010468943,500.0,1157.7952745
10016,313,32,9.965631,-0.1292247772216797,0.09765625,207.5026090145111,-0.025224457,0.8221036,40064,0.0068550576,500.0,1184.7435638625
10048,314,297,9.963229,0.04631972312927246,0.103515625,211.47245979309082,-0.022532945,0.0066668894,40192,0.0075756973,500.0,1184.7435638625
10080,315,294,9.961919,-0.19878876209259033,0.13085938,211.903950214386,-0.024347555,0.00867013,40320,0.007716059,500.0,1184.7435638625
10112,316,288,9.968135,0.014726519584655762,0.080078125,212.3391628265381,-0.01945846,0.0066462294,40448,0.0050065727,500.0,1184.7435638625
10144,317,329,9.972492,-0.0233154296875,0.14648438,212.78394103050232,-0.022794139,0.0068049626,40576,0.01081151,500.0,1184.7435638625
10176,318,306,9.977004,0.08513867855072021,0.033203125,213.1724452972412,-0.017299565,0.0061067175,40704,0.0030775536,500.0,1184.7435638625
10208,319,323,9.981783,0.25414615869522095,0.20703125,213.59037804603577,-0.03376237,0.00857887,40832,0.01844084,500.0,1184.7435638625
10240,320,314,9.987388,0.07930880784988403,0.1484375,213.98677515983582,-0.02493814,0.006809364,40960,0.010579248,500.0,1184.7435638625
10272,321,323,9.9858465,0.034085631370544434,0.11328125,214.3948016166687,-0.027306968,0.0065550767,41088,0.0075252485,500.0,1184.7435638625
10304,322,322,9.984377,-0.12697887420654297,0.14648438,214.79126000404358,-0.030517844,0.010725094,41216,0.011164013,500.0,1184.7435638625
10336,323,291,9.9852295,-0.021439313888549805,0.09765625,215.18873929977417,-0.014396237,0.008356021,41344,0.0066159754,500.0,1184.7435638625
10368,324,304,9.989577,0.056421875953674316,0.12109375,215.6283984184265,-0.018538095,0.0039982763,41472,0.008723442,500.0,1184.7435638625
10400,325,284,9.996431,0.2901160717010498,0.083984375,216.04955911636353,-0.017775394,0.02062739,41600,0.0064993775,500.0,1184.7435638625
10432,326,304,9.997414,0.11986464262008667,0.15429688,216.49966859817505,-0.030075476,0.012144218,41728,0.010676348,500.0,1184.7435638625
10464,327,269,10.001653,0.42696988582611084,0.140625,216.92138004302979,-0.015844937,0.008269502,41856,0.011208069,500.0,1184.7435638625
10496,328,270,10.000083,0.16229581832885742,0.13867188,217.39743614196777,-0.01791224,0.011353134,41984,0.01051783,500.0,1184.7435638625
10528,329,34,9.995648,-0.0635918378829956,0.10546875,217.87168765068054,-0.015259645,0.5197992,42112,0.007909125,500.0,1218.9171555357143
10560,330,295,9.999012,-0.08951866626739502,0.099609375,221.6072187423706,-0.023193117,0.011964239,42240,0.007990422,500.0,1218.9171555357143
10592,331,304,9.996314,0.06904125213623047,0.12890625,222.04193806648254,-0.022021001,0.0046661063,42368,0.007779503,500.0,1218.9171555357143
10624,332,291,9.991159,-0.0624309778213501,0.078125,222.4631495475769,-0.012375371,0.0075254655,42496,0.005200579,500.0,1218.9171555357143
10656,333,282,9.98291,-0.0465165376663208,0.119140625,222.9038529396057,-0.01644893,0.014393216,42624,0.008933515,500.0,1218.9171555357143
